network,autonomous_system_number,autonomous_system_organization
2001:df4:9500::/48,135938,"Home Credit Viet nam Finance Company Limited"
2001:df4:9800::/48,38775,"Indonesia SIRT"
2001:df4:a300::/48,135817,"Esto Broadband Private Limited"
2001:df4:ab00::/48,135831,"Malang Solutions Pvt. Ltd."
2001:df4:ac00::/48,134347,"Base64 Pty Ltd"
2001:df4:b400::/48,17701,"Seinan Gakuin University"
2001:df4:bd00::/48,136863,"Detasemen Khusus 88 - Kepolisian Negara Republik Indonesia"
2001:df4:c200::/48,58522,"HTC Global Services (INDIA) Private Ltd"
2001:df4:c500::/48,136900,"IQ NET (NSW) PTY LTD"
2001:df4:c900::/48,58820,"PT Apik Media Inovasi"
2001:df4:d000::/48,59216,"Juxt Consult Research and Consulting Pvt. Ltd."
2001:df4:d500::/48,135905,"VIETNAM POSTS AND TELECOMMUNICATIONS GROUP"
2001:df4:d600::/48,45900,"Department of Infomatic - The State Bank of Viet Nam"
2001:df4:e800::/48,133453,"Mogul Service and Support LLC"
2001:df4:ec00::/48,132863,"Megaport Pty Ltd"
2001:df4:f000::/48,36351,"SoftLayer Technologies Inc."
2001:df4:f100::/48,137360,"Universitas Muhammadiyah Surabaya"
2001:df4:f900::/48,137351,"PT. Djaya Sampoerna Net"
2001:df4:fc00::/48,136557,"Host Universal Pty Ltd"
2001:df5::/48,58869,"Ray White (Real Estate) Pty Ltd"
2001:df5:900::/48,136167,"CHINA UNICOM(MACAU) COMPANY LIMITED"
2001:df5:b00::/48,136334,"Vortex Netsol Private Limited"
2001:df5:f00::/48,24205,"PT. Bank Permata Tbk."
2001:df5:1700::/48,18196,"Seven Star Internet Service Provider"
2001:df5:1a00::/48,131734,"Universitas Islam Negeri Syarif Hidayatullah Jakarta"
2001:df5:2200::/48,133156,"SS&C Solutions Pty Limited"
2001:df5:2800::/48,24558,"Internet Hosting Service Provider to the Aditya"
2001:df5:2c00::/48,59115,"CYBERDYNE Inc."
2001:df5:2f00:1::/64,136141,"Mohammad Kamrul Hasan t/a SK Traders"
2001:df5:2f00:a::/63,136141,"Mohammad Kamrul Hasan t/a SK Traders"
2001:df5:3600::/48,56236,"Badan Narkotika Nasional"
2001:df5:3800::/48,56285,"Plot No.770, Road No.44"
2001:df5:3a00::/48,56256,"Perpustakaan Nasional RI"
2001:df5:3b00::/48,17439,"Netmagic Datacenter Mumbai"
2001:df5:3e00::/48,38755,"Biro Statistics"
2001:df5:4000::/48,132647,"Pengelola Nama Domain Internet Indonesia"
2001:df5:4500::/48,137876,"Tencent (Thailand) Company Limited"
2001:df5:4c00::/48,132711,"Dell SonicWALL"
2001:df5:5100::/48,34768,"Smart Hosted Solutions Ltd"
2001:df5:5c00::/48,9649,"Information Technology Office"
2001:df5:5d00::/48,4770,"ICONZ Ltd"
2001:df5:6400::/48,55380,"Kanazawa University"
2001:df5:6a00::/48,133742,"State Trading Organization Plc"
2001:df5:7800::/48,133465,"Duke Kunshan University"
2001:df5:7a00::/48,134663,"NeuroTEN Pte Ltd"
2001:df5:8000::/51,17547,"M1 NET LTD"
2001:df5:8000:2000::/52,17547,"M1 NET LTD"
2001:df5:8000:3000::/53,17547,"M1 NET LTD"
2001:df5:8000:3800::/54,17547,"M1 NET LTD"
2001:df5:8000:3c00::/55,17547,"M1 NET LTD"
2001:df5:8000:3e00::/57,17547,"M1 NET LTD"
2001:df5:8000:3e80::/64,58885,"IQON GLOBAL PTE LTD"
2001:df5:8000:3e81::/64,17547,"M1 NET LTD"
2001:df5:8000:3e82::/63,17547,"M1 NET LTD"
2001:df5:8000:3e84::/62,17547,"M1 NET LTD"
2001:df5:8000:3e88::/61,17547,"M1 NET LTD"
2001:df5:8000:3e90::/60,17547,"M1 NET LTD"
2001:df5:8000:3ea0::/59,17547,"M1 NET LTD"
2001:df5:8000:3ec0::/58,17547,"M1 NET LTD"
2001:df5:8000:3f00::/56,17547,"M1 NET LTD"
2001:df5:8000:4000::/50,17547,"M1 NET LTD"
2001:df5:8000:8000::/49,17547,"M1 NET LTD"
2001:df5:8400::/48,134515,"NOV Rig Solutions Pte Ltd"
2001:df5:9000::/48,36351,"SoftLayer Technologies Inc."
2001:df5:a000::/48,23691,"PT Multi Teknologi Sejahtra"
2001:df5:a200::/48,135739,"Inetwork Solutions Pvt Ltd"
2001:df5:a300::/48,137925,"GIC-Bhutan Reinsurance Co. Ltd."
2001:df5:a500::/48,137923,"CiB Net Station Sdn Bhd"
2001:df5:b000::/48,45164,"Allied Telesis ASN"
2001:df5:b400::/48,131735,"PT Telemedia Network Cakrawala"
2001:df5:ba00::/48,132999,"Hcl Infosystems Limited"
2001:df5:bb00::/48,131375,"Trung tam Thong tin Bo TT & TT"
2001:df5:d200::/48,46050,"PT JC Indonesia"
2001:df5:df00::/48,137981,"Bank of Maldives Plc"
2001:df5:e000::/48,132885,"CET DEVELOPMENT SDN BHD"
2001:df5:e800::/48,133498,"De La Salle University"
2001:df5:f500::/48,133296,"Web Werks India Pvt. Ltd."
2001:df5:fb00::/48,135495,"MYOB NZ Limited"
2001:df5:fc00::/48,134281,"SugarBox Networks Pvt Ltd"
2001:df6::/48,132557,"GE Capital Business Process Management Services Limited"
2001:df6:2::/47,132557,"GE Capital Business Process Management Services Limited"
2001:df6:300::/48,138027,"Cryptopia Limited"
2001:df6:600::/48,135653,"URSYS PTY. LTD."
2001:df6:700::/48,138023,"Creation Online"
2001:df6:c00::/48,55451,"Office of the National Broadcasting and"
2001:df6:1500::/48,134003,"Centre For Cellular And Molecular Platforms"
2001:df6:1800::/48,131755,"PT Axarva Media Teknologi"
2001:df6:1e00::/48,18403,"The Corporation for Financing & Promoting Technology"
2001:df6:2400::/48,38880,"Micron21 Datacentre Pty Ltd"
2001:df6:2800::/48,136639,"Scud Communication Pvt Ltd"
2001:df6:4000::/47,58916,"Jet Systems Pty Ltd"
2001:df6:4900::/48,133664,"TelexAir Telecom Pvt Ltd"
2001:df6:4b00::/48,135226,Jeecommunications
2001:df6:4d00::/48,135773,"Daksh Broadband Services Pvt Ltd"
2001:df6:4f00::/48,136167,"CHINA UNICOM(MACAU) COMPANY LIMITED"
2001:df6:5000::/48,133129,"Capital B Pty Ltd"
2001:df6:5a00::/48,64302,"INDONESIA RESEARCH AND EDUCATION NETWORK"
2001:df6:5c00::/48,55938,"2380, Phahonyothin Rd Saenanikom Chatuchak District"
2001:df6:5e00::/47,134909,"THE SOUTH INDIAN BANK LTD"
2001:df6:6100::/48,134934,"Institute For Stem Cell Biology And Regenerative Medicine"
2001:df6:6900::/48,18229,"CtrlS Datacenters Ltd."
2001:df6:6c00::/48,23033,Wowrack.com
2001:df6:7300::/48,137601,"M. P. Commodities Private Ltd"
2001:df6:7a00::/48,135892,"Mentone Girls Grammar School"
2001:df6:8000::/48,10014,"Nihon University"
2001:df6:8100::/47,137670,"Canara Bank"
2001:df6:8400::/48,134711,"Flip TV Services Pty Ltd"
2001:df6:9000::/48,59256,"Aus Net Servers Australia Pty Ltd"
2001:df6:9400::/48,134296,"Reserve Bank of India"
2001:df6:9500::/48,137671,"ITE&C DEPARTMENT, GOVERNMENT OF A.P."
2001:df6:9e01::/48,134029,"Unique Identification Authority of India"
2001:df6:a800::/48,59165,"Auspice Infratel Pvt. Ltd."
2001:df6:ab00::/48,138215,"Royal Thai Police"
2001:df6:ac00::/48,58404,"PT Qwords Company International"
2001:df6:b000::/48,45533,"Comptroller General's Department"
2001:df6:b400::/48,138148,"MULTI DOMAIN RESOURCES AND SERVICES"
2001:df6:b500::/48,136715,"Datasoft Comnet Pvt Ltd"
2001:df6:b800::/48,59349,"GMO-Z.COM PTE. LTD."
2001:df6:c700::/48,137282,"KIIT University"
2001:df6:ca00::/48,136026,"XERCES IT PTY LTD t/a PSQ Group"
2001:df6:cc00::/48,55683,"CV Argon Data Interkoneksi"
2001:df6:d000::/49,23875,"CSL Limited"
2001:df6:d200::/48,132952,ENOW
2001:df6:e300::/48,138225,"One Eight Technologies Private Limited"
2001:df6:ed00::/48,134078,"NETPLUZ HOLDINGS PRIVATE LIMITED"
2001:df6:f000::/48,133142,"Trivago Hong Kong Limited"
2001:df6:f400::/48,132203,"Tencent Building, Kejizhongyi Avenue"
2001:df6:f600::/48,131772,"PT Mitra Persada Lentera Sejahtera"
2001:df7:100::/49,9583,"Sify Limited"
2001:df7:200::/47,135871,"Ernst And Young Services Private Limited"
2001:df7:400::/48,134753,"West Kowloon Cultural District Authority"
2001:df7:c00::/48,131149,"Yuan-Jhen Info., Co., Ltd"
2001:df7:1000::/48,59216,"Juxt Consult Research and Consulting Pvt. Ltd."
2001:df7:1300::/48,137827,"Cygnal Technologies"
2001:df7:1500::/48,135955,"Center Manage electronic information, Lam Dong Department of Information and Communications"
2001:df7:2b00::/48,58965,"ANJANI BROADBAND SOLUTIONS PVT.LTD."
2001:df7:2e00::/48,133966,"Cnergee Cloud Technology Solutions LLP"
2001:df7:3700::/48,138456,"OceanBlue Cloud Technology Limited"
2001:df7:3c00::/48,38767,"PT Awan Media Semesta"
2001:df7:4808::/48,131893,"RICOH Company, Ltd."
2001:df7:480a::/48,131893,"RICOH Company, Ltd."
2001:df7:480c::/48,131893,"RICOH Company, Ltd."
2001:df7:5100::/48,4826,"Vocus Connect International Backbone"
2001:df7:5600::/48,18087,"Toyo University"
2001:df7:5d00::/48,133296,"Web Werks India Pvt. Ltd."
2001:df7:6000::/48,45820,"Tata Teleservices ISP AS"
2001:df7:6400::/48,134809,"ViewQwest Sdn. Bhd."
2001:df7:6800::/48,59194,"Central Bank of India"
2001:df7:6a00::/48,132136,"Bremmar Communications Pty Ltd"
2001:df7:6c00::/48,134633,"Direktorat Jenderal Administrasi Hukum Umum"
2001:df7:6e00::/48,133232,"SAMPARK ESTATES PVT. LTD."
2001:df7:7000::/48,133398,"Tele Asia Limited"
2001:df7:7800::/48,17523,"Aoyama Gakuin University"
2001:df7:7a00::/48,136057,"PT.PLATINUM CITRA INDONESIA"
2001:df7:8400::/48,134819,"GOVT OF INDIA"
2001:df7:8800::/48,46044,"Universitas Padjadjaran"
2001:df7:9200::/43,132957,"Pintwire Infomatics Private Limited"
2001:df7:a401::/48,134839,"PropertyGuru Pte Ltd"
2001:df7:a800::/48,18267,"Doshisha University"
2001:df7:cc00::/48,135905,"VIETNAM POSTS AND TELECOMMUNICATIONS GROUP"
2001:df7:e200::/48,135239,"Sonali Internet Services Pvt Ltd"
2001:df7:ec00::/48,7575,"Australian Academic and Reasearch Network (AARNet)"
2001:df7:ee00::/48,58659,"Quest Consultancy Pvt Ltd"
2001:df7:f400::/48,17436,"ICICIBANK Ltd, Banking, Mumbai"
2001:df7:f600::/48,135214,"Spider Broadband Pvt. Ltd."
2001:df9::/32,4608,"Asia Pacific Network Information Centre"
2001:e00::/31,4795,"INDOSATM2 ASN"
2001:e10::/32,7539,"National Center for High-performance Computing"
2001:e20::/32,17435,"Vodafone Next Generation Services Limited"
2001:e28::/32,7543,"Pacific Internet (Australia) Pty Ltd"
2001:e30:1111::/48,2697,"Education and Research Network"
2001:e30:1800::/40,2697,"Education and Research Network"
2001:e30:1c1e::/48,2697,"Education and Research Network"
2001:e30:2200::/40,2697,"Education and Research Network"
2001:e38::/32,17934,"National Institute of Information and Communications Technology"
2001:e40::/29,9370,"SAKURA Internet Inc."
2001:e48::/40,9583,"Sify Limited"
2001:e48:100::/43,9583,"Sify Limited"
2001:e48:120::/47,9583,"Sify Limited"
2001:e48:122::/60,9583,"Sify Limited"
2001:e48:122:10::/61,9583,"Sify Limited"
2001:e48:122:18::/63,9583,"Sify Limited"
2001:e48:122:1a::/64,136312,"Shriram Value Services Limited"
2001:e48:122:1b::/64,9583,"Sify Limited"
2001:e48:122:1c::/62,9583,"Sify Limited"
2001:e48:122:20::/59,9583,"Sify Limited"
2001:e48:122:40::/58,9583,"Sify Limited"
2001:e48:122:80::/57,9583,"Sify Limited"
2001:e48:122:100::/56,9583,"Sify Limited"
2001:e48:122:200::/55,9583,"Sify Limited"
2001:e48:122:400::/54,9583,"Sify Limited"
2001:e48:122:800::/53,9583,"Sify Limited"
2001:e48:122:1000::/52,9583,"Sify Limited"
2001:e48:122:2000::/51,9583,"Sify Limited"
2001:e48:122:4000::/50,9583,"Sify Limited"
2001:e48:122:8000::/49,9583,"Sify Limited"
2001:e48:123::/48,9583,"Sify Limited"
2001:e48:124::/46,9583,"Sify Limited"
2001:e48:128::/45,9583,"Sify Limited"
2001:e48:130::/44,9583,"Sify Limited"
2001:e48:140::/42,9583,"Sify Limited"
2001:e48:180::/41,9583,"Sify Limited"
2001:e48:200::/39,9583,"Sify Limited"
2001:e48:400::/38,9583,"Sify Limited"
2001:e48:800::/37,9583,"Sify Limited"
2001:e48:1000::/36,9583,"Sify Limited"
2001:e48:2000::/35,9583,"Sify Limited"
2001:e48:4000::/34,9583,"Sify Limited"
2001:e48:8000::/33,9583,"Sify Limited"
2001:e58::/32,18266,"Datacore Works Co.,Ltd."
2001:e60:1000::/36,4766,"Korea Telecom"
2001:e60:2000::/35,4766,"Korea Telecom"
2001:e60:4000::/36,4766,"Korea Telecom"
2001:e60:8000::/43,4766,"Korea Telecom"
2001:e60:9000::/36,4766,"Korea Telecom"
2001:e68::/109,4788,"TM Net, Internet Service Provider"
2001:e68::8:0/111,4788,"TM Net, Internet Service Provider"
2001:e68::a:0/112,4788,"TM Net, Internet Service Provider"
2001:e68::b:0/113,4788,"TM Net, Internet Service Provider"
2001:e68::b:8000/115,4788,"TM Net, Internet Service Provider"
2001:e68::b:a000/127,4788,"TM Net, Internet Service Provider"
2001:e68::b:a002/128,3257,"GTT Communications Inc."
2001:e68::b:a003/128,4788,"TM Net, Internet Service Provider"
2001:e68::b:a004/126,4788,"TM Net, Internet Service Provider"
2001:e68::b:a008/125,4788,"TM Net, Internet Service Provider"
2001:e68::b:a010/124,4788,"TM Net, Internet Service Provider"
2001:e68::b:a020/123,4788,"TM Net, Internet Service Provider"
2001:e68::b:a040/122,4788,"TM Net, Internet Service Provider"
2001:e68::b:a080/121,4788,"TM Net, Internet Service Provider"
2001:e68::b:a100/120,4788,"TM Net, Internet Service Provider"
2001:e68::b:a200/119,4788,"TM Net, Internet Service Provider"
2001:e68::b:a400/118,4788,"TM Net, Internet Service Provider"
2001:e68::b:a800/117,4788,"TM Net, Internet Service Provider"
2001:e68::b:b000/116,4788,"TM Net, Internet Service Provider"
2001:e68::b:c000/114,4788,"TM Net, Internet Service Provider"
2001:e68::c:0/110,4788,"TM Net, Internet Service Provider"
2001:e68::10:0/108,4788,"TM Net, Internet Service Provider"
2001:e68::20:0/107,4788,"TM Net, Internet Service Provider"
2001:e68::40:0/106,4788,"TM Net, Internet Service Provider"
2001:e68::80:0/105,4788,"TM Net, Internet Service Provider"
2001:e68::100:0/104,4788,"TM Net, Internet Service Provider"
2001:e68::200:0/103,4788,"TM Net, Internet Service Provider"
2001:e68::400:0/102,4788,"TM Net, Internet Service Provider"
2001:e68::800:0/101,4788,"TM Net, Internet Service Provider"
2001:e68::1000:0/100,4788,"TM Net, Internet Service Provider"
2001:e68::2000:0/99,4788,"TM Net, Internet Service Provider"
2001:e68::4000:0/98,4788,"TM Net, Internet Service Provider"
2001:e68::8000:0/97,4788,"TM Net, Internet Service Provider"
2001:e68::1:0:0/96,4788,"TM Net, Internet Service Provider"
2001:e68::2:0:0/95,4788,"TM Net, Internet Service Provider"
2001:e68::4:0:0/94,4788,"TM Net, Internet Service Provider"
2001:e68::8:0:0/93,4788,"TM Net, Internet Service Provider"
2001:e68::10:0:0/92,4788,"TM Net, Internet Service Provider"
2001:e68::20:0:0/91,4788,"TM Net, Internet Service Provider"
2001:e68::40:0:0/90,4788,"TM Net, Internet Service Provider"
2001:e68::80:0:0/89,4788,"TM Net, Internet Service Provider"
2001:e68::100:0:0/88,4788,"TM Net, Internet Service Provider"
2001:e68::200:0:0/87,4788,"TM Net, Internet Service Provider"
2001:e68::400:0:0/86,4788,"TM Net, Internet Service Provider"
2001:e68::800:0:0/85,4788,"TM Net, Internet Service Provider"
2001:e68::1000:0:0/84,4788,"TM Net, Internet Service Provider"
2001:e68::2000:0:0/83,4788,"TM Net, Internet Service Provider"
2001:e68::4000:0:0/82,4788,"TM Net, Internet Service Provider"
2001:e68::8000:0:0/81,4788,"TM Net, Internet Service Provider"
2001:e68:0:0:1::/80,4788,"TM Net, Internet Service Provider"
2001:e68:0:0:2::/79,4788,"TM Net, Internet Service Provider"
2001:e68:0:0:4::/78,4788,"TM Net, Internet Service Provider"
2001:e68:0:0:8::/77,4788,"TM Net, Internet Service Provider"
2001:e68:0:0:10::/76,4788,"TM Net, Internet Service Provider"
2001:e68:0:0:20::/75,4788,"TM Net, Internet Service Provider"
2001:e68:0:0:40::/74,4788,"TM Net, Internet Service Provider"
2001:e68:0:0:80::/73,4788,"TM Net, Internet Service Provider"
2001:e68:0:0:100::/72,4788,"TM Net, Internet Service Provider"
2001:e68:0:0:200::/71,4788,"TM Net, Internet Service Provider"
2001:e68:0:0:400::/70,4788,"TM Net, Internet Service Provider"
2001:e68:0:0:800::/69,4788,"TM Net, Internet Service Provider"
2001:e68:0:0:1000::/68,4788,"TM Net, Internet Service Provider"
2001:e68:0:0:2000::/67,4788,"TM Net, Internet Service Provider"
2001:e68:0:0:4000::/66,4788,"TM Net, Internet Service Provider"
2001:e68:0:0:8000::/65,4788,"TM Net, Internet Service Provider"
2001:e68:0:1::/64,4788,"TM Net, Internet Service Provider"
2001:e68:0:2::/63,4788,"TM Net, Internet Service Provider"
2001:e68:0:4::/62,4788,"TM Net, Internet Service Provider"
2001:e68:0:8::/61,4788,"TM Net, Internet Service Provider"
2001:e68:0:10::/60,4788,"TM Net, Internet Service Provider"
2001:e68:0:20::/59,4788,"TM Net, Internet Service Provider"
2001:e68:0:40::/58,4788,"TM Net, Internet Service Provider"
2001:e68:0:80::/57,4788,"TM Net, Internet Service Provider"
2001:e68:0:100::/56,4788,"TM Net, Internet Service Provider"
2001:e68:0:200::/55,4788,"TM Net, Internet Service Provider"
2001:e68:0:400::/54,4788,"TM Net, Internet Service Provider"
2001:e68:0:800::/53,4788,"TM Net, Internet Service Provider"
2001:e68:0:1000::/52,4788,"TM Net, Internet Service Provider"
2001:e68:0:2000::/51,4788,"TM Net, Internet Service Provider"
2001:e68:0:4000::/50,4788,"TM Net, Internet Service Provider"
2001:e68:0:8000::/49,4788,"TM Net, Internet Service Provider"
2001:e68:1::/48,4788,"TM Net, Internet Service Provider"
2001:e68:2::/55,4788,"TM Net, Internet Service Provider"
2001:e68:2:200::/56,4788,"TM Net, Internet Service Provider"
2001:e68:2:300::/57,4788,"TM Net, Internet Service Provider"
2001:e68:2:380::/58,16625,"Akamai Technologies, Inc."
2001:e68:2:3c0::/58,4788,"TM Net, Internet Service Provider"
2001:e68:2:400::/54,4788,"TM Net, Internet Service Provider"
2001:e68:2:800::/53,4788,"TM Net, Internet Service Provider"
2001:e68:2:1000::/52,4788,"TM Net, Internet Service Provider"
2001:e68:2:2000::/51,4788,"TM Net, Internet Service Provider"
2001:e68:2:4000::/50,4788,"TM Net, Internet Service Provider"
2001:e68:2:8000::/49,4788,"TM Net, Internet Service Provider"
2001:e68:3::/48,4788,"TM Net, Internet Service Provider"
2001:e68:4::/46,4788,"TM Net, Internet Service Provider"
2001:e68:8::/45,4788,"TM Net, Internet Service Provider"
2001:e68:10::/44,4788,"TM Net, Internet Service Provider"
2001:e68:20::/43,4788,"TM Net, Internet Service Provider"
2001:e68:40::/42,4788,"TM Net, Internet Service Provider"
2001:e68:80::/41,4788,"TM Net, Internet Service Provider"
2001:e68:100::/40,4788,"TM Net, Internet Service Provider"
2001:e68:200::/39,4788,"TM Net, Internet Service Provider"
2001:e68:400::/38,4788,"TM Net, Internet Service Provider"
2001:e68:800::/37,4788,"TM Net, Internet Service Provider"
2001:e68:1000::/36,4788,"TM Net, Internet Service Provider"
2001:e68:2000::/35,4788,"TM Net, Internet Service Provider"
2001:e68:4000::/34,4788,"TM Net, Internet Service Provider"
2001:e68:8000::/33,4788,"TM Net, Internet Service Provider"
2001:e70:2000::/36,9868,"Catholic University of DAEGU"
2001:e78::/32,9316,DACOM-PUBNETPLUS
2001:e88::/32,9800,"CHINA UNICOM"
2001:e90::/32,9622,"Kurashiki Cable TV"
2001:ea0::/32,17832,"Korea Internet Security Agency"
2001:eb0::/32,9584,"Diyixian.com Limited"
2001:eb8:ffff::/48,17832,"Korea Internet Security Agency"
2001:ec0:100::/40,134166,"Internet Data Center Service"
2001:ec0:800::/40,23969,"TOT Public Company Limited"
2001:ec0:c00::/40,131293,"TOT Public Company Limited"
2001:ec0:2000::/40,131293,"TOT Public Company Limited"
2001:ec0:4000::/40,131293,"TOT Public Company Limited"
2001:ec0:5300::/40,131293,"TOT Public Company Limited"
2001:ed8::/32,18422,"Industrial Technology Research Institute"
2001:ee0::/47,45899,"VNPT Corp"
2001:ee0:200::/40,45899,"VNPT Corp"
2001:ee0:300::/47,45899,"VNPT Corp"
2001:ee0:305::/48,45899,"VNPT Corp"
2001:ee0:306::/48,135905,"VIETNAM POSTS AND TELECOMMUNICATIONS GROUP"
2001:ee0:361::/48,135905,"VIETNAM POSTS AND TELECOMMUNICATIONS GROUP"
2001:ee0:37f:fffb::/64,135905,"VIETNAM POSTS AND TELECOMMUNICATIONS GROUP"
2001:ee0:37f:fffd::/64,7643,"Vietnam Posts and Telecommunications (VNPT)"
2001:ee0:37f:fffe::/64,135905,"VIETNAM POSTS AND TELECOMMUNICATIONS GROUP"
2001:ee0:3c8::/47,135905,"VIETNAM POSTS AND TELECOMMUNICATIONS GROUP"
2001:ee0:1006::/48,45899,"VNPT Corp"
2001:ee0:1080::/48,45899,"VNPT Corp"
2001:ee0:2f00::/43,45899,"VNPT Corp"
2001:ee0:3100::/43,45899,"VNPT Corp"
2001:ee0:3200::/45,45899,"VNPT Corp"
2001:ee0:3208::/48,16625,"Akamai Technologies, Inc."
2001:ee0:3209::/48,45899,"VNPT Corp"
2001:ee0:320a::/47,16625,"Akamai Technologies, Inc."
2001:ee0:320c::/46,16625,"Akamai Technologies, Inc."
2001:ee0:3210::/46,45899,"VNPT Corp"
2001:ee0:3214::/47,45899,"VNPT Corp"
2001:ee0:3216::/47,16625,"Akamai Technologies, Inc."
2001:ee0:3218::/45,16625,"Akamai Technologies, Inc."
2001:ee0:3220::/46,45899,"VNPT Corp"
2001:ee0:3224::/47,45899,"VNPT Corp"
2001:ee0:3226::/47,16625,"Akamai Technologies, Inc."
2001:ee0:3228::/48,16625,"Akamai Technologies, Inc."
2001:ee0:3229::/48,45899,"VNPT Corp"
2001:ee0:322a::/48,45899,"VNPT Corp"
2001:ee0:322b::/48,16625,"Akamai Technologies, Inc."
2001:ee0:322c::/46,16625,"Akamai Technologies, Inc."
2001:ee0:3230::/44,16625,"Akamai Technologies, Inc."
2001:ee0:3240::/48,45899,"VNPT Corp"
2001:ee0:3241::/48,16625,"Akamai Technologies, Inc."
2001:ee0:3242::/47,16625,"Akamai Technologies, Inc."
2001:ee0:3244::/46,16625,"Akamai Technologies, Inc."
2001:ee0:3248::/47,16625,"Akamai Technologies, Inc."
2001:ee0:324a::/48,45899,"VNPT Corp"
2001:ee0:324b::/48,16625,"Akamai Technologies, Inc."
2001:ee0:324c::/46,16625,"Akamai Technologies, Inc."
2001:ee0:3250::/44,16625,"Akamai Technologies, Inc."
2001:ee0:3260::/43,16625,"Akamai Technologies, Inc."
2001:ee0:3280::/47,45899,"VNPT Corp"
2001:ee0:3282::/47,16625,"Akamai Technologies, Inc."
2001:ee0:3284::/46,16625,"Akamai Technologies, Inc."
2001:ee0:3288::/45,16625,"Akamai Technologies, Inc."
2001:ee0:3290::/44,16625,"Akamai Technologies, Inc."
2001:ee0:32a0::/43,16625,"Akamai Technologies, Inc."
2001:ee0:32c0::/42,16625,"Akamai Technologies, Inc."
2001:ee0:4000::/39,45899,"VNPT Corp"
