network,autonomous_system_number,autonomous_system_organization
2a06:5040:6::/48,3214,"xTom Limited"
2a06:5240:f0::/44,204253,"CTS Eventim Solutions GmbH"
2a06:5280::/29,60068,"Datacamp Limited"
2a06:5400::/29,62341,"Kontrast Communication Services GmbH"
2a06:5484::/30,43754,"Asiatech Data Transfer Inc PLC"
2a06:54c0::/29,203007,"ERAS SAS"
2a06:5580::/40,21145,"IBC Israel Broadband Compny Ltd"
2a06:5580:100::/48,21145,"IBC Israel Broadband Compny Ltd"
2a06:55c0::/29,206130,"Stichting Carmel College"
2a06:5600:28f8::/48,50297,"Infium, UAB"
2a06:5680::/29,31543,"myNet GmbH"
2a06:56c0:11::/48,51776,"Sportradar AG"
2a06:56c0:12::/48,51776,"Sportradar AG"
2a06:5700::/29,34549,"meerfarbig GmbH & Co. KG"
2a06:5740::/29,34549,"meerfarbig GmbH & Co. KG"
2a06:57c0::/29,3214,"xTom Limited"
2a06:5800::/29,24768,"Almouroltec Servicos De Informatica E Internet Lda"
2a06:5840::/29,21067,"Kreativ Aktiv Norsk Dataungdom"
2a06:5a80::/32,60899,"Atech Media Ltd"
2a06:5ac0::/29,204202,"Unikloud SAS"
2a06:5b80::/32,207083,"HostSlim B.V."
2a06:5b87::/32,207083,"HostSlim B.V."
2a06:5d00::/29,47372,"Bringe Informationstechnik GmbH"
2a06:5dc0::/29,34968,"Trixit Holding B.V."
2a06:5e40:1::/48,204101,"Rely IT Norrtelje AB"
2a06:5f00::/29,204147,"Cordes & Graefe KG"
2a06:5f80::/29,204306,"SecuriPax A/S"
2a06:5fc0::/29,63037,"Audeo, Inc"
2a06:6000::/29,20802,"JPC Beteiligungsgesellschaft mbH"
2a06:6080::/48,204180,"INNET SRL"
2a06:60c0::/29,6739,"Vodafone Ono, S.A."
2a06:6180::/29,34941,"Cygrids Communications AB"
2a06:61c0::/32,56329,"Gigaclear PLC"
2a06:6200::/29,21500,"Scientific Production Enterprise Technaukservice Ltd"
2a06:6240::/29,20643,"PilsFree servis, s.r.o."
2a06:62c0:50::/48,204138,"REHAU AG + Co"
2a06:62c0:80::/48,204138,"REHAU AG + Co"
2a06:6380::/29,201453,"Nostravant S.L.L."
2a06:6400::/29,15576,"NTS workspace AG"
2a06:6440::/29,200000,"Hosting Ukraine LTD"
2a06:6500::/29,204165,"Cznet s.r.o."
2a06:6540:1000::/48,34893,"Institut Straumann AG"
2a06:6540:1241::/48,8220,"COLT Technology Services Group Limited"
2a06:6540:2002::/48,3356,"Level 3 Parent, LLC"
2a06:6540:2041::/48,3549,"Level 3 Parent, LLC"
2a06:6540:3041::/48,3549,"Level 3 Parent, LLC"
2a06:6540:3081::/48,3549,"Level 3 Parent, LLC"
2a06:6540:30c1::/48,3549,"Level 3 Parent, LLC"
2a06:6540:3101::/48,3549,"Level 3 Parent, LLC"
2a06:6541:1000::/48,34893,"Institut Straumann AG"
2a06:6541:1241::/48,8220,"COLT Technology Services Group Limited"
2a06:6541:2001::/48,46887,"Lightower Fiber Networks I, LLC"
2a06:6541:2002::/48,3356,"Level 3 Parent, LLC"
2a06:6541:2041::/48,3549,"Level 3 Parent, LLC"
2a06:6541:3041::/48,3549,"Level 3 Parent, LLC"
2a06:6541:3081::/48,3549,"Level 3 Parent, LLC"
2a06:6541:30c1::/48,3549,"Level 3 Parent, LLC"
2a06:6541:3101::/48,3549,"Level 3 Parent, LLC"
2a06:6580::/29,34549,"meerfarbig GmbH & Co. KG"
2a06:6740::/29,20596,"Future Publishing Ltd"
2a06:6780::/29,56568,"X-communication Llp"
2a06:6800::/29,20565,"Netalis SAS"
2a06:6940::/29,20559,"Fundaments B.V."
2a06:6980::/29,34318,"Flashnet GmbH"
2a06:6a40::/29,203924,"buerodata AG"
2a06:6a80::/29,50495,"web2objects GmbH"
2a06:6bc0::/29,12905,"ACS spol. s r. o."
2a06:6d00::/29,22663,"Prominic.NET, Inc."
2a06:6dc0::/29,16150,"Availo Networks AB"
2a06:6e40::/29,204120,"Colibri Consulting B.V.B.A."
2a06:6f00::/29,197164,"IsarNet AG"
2a06:6f40::/29,204109,"Hillenbrand Germany Holding GmbH"
2a06:7100::/29,48520,"Computercentrum C. van de Velden B.V."
2a06:71c0::/29,203968,"aiticon GmbH"
2a06:7242::/43,42495,"Spencer Sharkey"
2a06:7243::/45,202365,"Omer GOLGELI"
2a06:7243:8::/48,202365,"Omer GOLGELI"
2a06:7243:f::/48,202365,"Omer GOLGELI"
2a06:7243:10::/45,202365,"Omer GOLGELI"
2a06:7243:19::/48,202365,"Omer GOLGELI"
2a06:7244::/32,174,"Cogent Communications"
2a06:7247::/48,30707,YaBoiii
2a06:7280::/29,204096,"Manutenzione ed Assistenza Computers S.r.l."
2a06:7340:1782::/48,199364,"Rax.bg Eood"
2a06:7343:1f2c::/48,199364,"Rax.bg Eood"
2a06:7400::/29,59398,"InterData Systems SRL"
2a06:7500::/29,24786,"ProSiebenSat.1 Produktion GmbH"
2a06:7580::/29,203460,"Viridian Communications Limited"
2a06:7600::/29,3257,"GTT Communications Inc."
2a06:7740::/48,35415,"Webzilla B.V."
2a06:7780::/29,3302,"Irideos S.p.A."
2a06:7880::/29,12437,"ICSmedia GmbH"
2a06:78c0::/48,35415,"Webzilla B.V."
2a06:79c0::/29,15622,"Frontline Consultancy and Business Services Limited"
2a06:7a00::/48,49544,"i3D.net B.V"
2a06:7a02::/48,209557,"NetWeaver.com Limited"
2a06:7a04::/43,48105,"Wouter van Os trading as Cloudbear"
2a06:7a06::/44,56611,"REBA Communications BV"
2a06:7a07::/43,49072,"Samir Jafferali"
2a06:7a40::/29,204050,"Yoti Ltd"
2a06:7b40::/29,198024,"Istekki Oy"
2a06:7b80::/29,204052,"JENOPTIK SSC GmbH"
2a06:7c00::/29,50307,"audio media service Produktionsgesellschaft mbH & Co. KG"
2a06:7c80::/29,204030,"Serac Applications B.V."
2a06:7d80::/29,204046,"iilyo SAS"
2a06:7e80:4::/48,12695,"LLC Digital Network"
2a06:7f80::/29,204035,"Tristan Fischer trading as oneCorp Systems"
2a06:8000::/29,50673,"Serverius Holding B.V."
2a06:8080::/29,31349,"a-net Liberec s.r.o."
2a06:80c0::/29,43289,"I.C.S. Trabia-Network S.R.L."
2a06:8100::/29,34549,"meerfarbig GmbH & Co. KG"
2a06:8140::/31,204928,"Online Service Provider B.V."
2a06:8142::/32,204928,"Online Service Provider B.V."
2a06:8143::/33,204928,"Online Service Provider B.V."
2a06:8143:8000::/36,204928,"Online Service Provider B.V."
2a06:8143:9000::/37,204928,"Online Service Provider B.V."
2a06:8143:9800::/38,204928,"Online Service Provider B.V."
2a06:8143:9c00::/40,204928,"Online Service Provider B.V."
2a06:8143:9d00::/41,204928,"Online Service Provider B.V."
2a06:8143:9d80::/44,204928,"Online Service Provider B.V."
2a06:8143:9d90::/45,204928,"Online Service Provider B.V."
2a06:8143:9d98::/46,204928,"Online Service Provider B.V."
2a06:8143:9d9c::/48,204928,"Online Service Provider B.V."
2a06:8143:9d9d::/48,199364,"Rax.bg Eood"
2a06:8143:9d9e::/47,204928,"Online Service Provider B.V."
2a06:8143:9da0::/43,204928,"Online Service Provider B.V."
2a06:8143:9dc0::/42,204928,"Online Service Provider B.V."
2a06:8143:9e00::/39,204928,"Online Service Provider B.V."
2a06:8143:a000::/35,204928,"Online Service Provider B.V."
2a06:8143:c000::/34,204928,"Online Service Provider B.V."
2a06:8144::/36,204928,"Online Service Provider B.V."
2a06:8144:1000::/40,204928,"Online Service Provider B.V."
2a06:8144:1100::/43,204928,"Online Service Provider B.V."
2a06:8144:1120::/48,204928,"Online Service Provider B.V."
2a06:8144:1121::/48,199364,"Rax.bg Eood"
2a06:8144:1122::/47,204928,"Online Service Provider B.V."
2a06:8144:1124::/46,204928,"Online Service Provider B.V."
2a06:8144:1128::/45,204928,"Online Service Provider B.V."
2a06:8144:1130::/44,204928,"Online Service Provider B.V."
2a06:8144:1140::/42,204928,"Online Service Provider B.V."
2a06:8144:1180::/41,204928,"Online Service Provider B.V."
2a06:8144:1200::/39,204928,"Online Service Provider B.V."
2a06:8144:1400::/38,204928,"Online Service Provider B.V."
2a06:8144:1800::/37,204928,"Online Service Provider B.V."
2a06:8144:2000::/35,204928,"Online Service Provider B.V."
2a06:8144:4000::/34,204928,"Online Service Provider B.V."
2a06:8144:8000::/33,204928,"Online Service Provider B.V."
2a06:8145::/41,204928,"Online Service Provider B.V."
2a06:8145:80::/44,204928,"Online Service Provider B.V."
2a06:8145:90::/45,204928,"Online Service Provider B.V."
2a06:8145:98::/46,204928,"Online Service Provider B.V."
2a06:8145:9c::/47,204928,"Online Service Provider B.V."
2a06:8145:9e::/48,204928,"Online Service Provider B.V."
2a06:8145:9f::/48,199364,"Rax.bg Eood"
2a06:8145:a0::/43,204928,"Online Service Provider B.V."
2a06:8145:c0::/42,204928,"Online Service Provider B.V."
2a06:8145:100::/40,204928,"Online Service Provider B.V."
2a06:8145:200::/39,204928,"Online Service Provider B.V."
2a06:8145:400::/38,204928,"Online Service Provider B.V."
2a06:8145:800::/37,204928,"Online Service Provider B.V."
2a06:8145:1000::/36,204928,"Online Service Provider B.V."
2a06:8145:2000::/35,204928,"Online Service Provider B.V."
2a06:8145:4000::/34,204928,"Online Service Provider B.V."
2a06:8145:8000::/33,204928,"Online Service Provider B.V."
2a06:8146::/34,204928,"Online Service Provider B.V."
2a06:8146:4000::/37,204928,"Online Service Provider B.V."
2a06:8146:4800::/40,204928,"Online Service Provider B.V."
2a06:8146:4900::/41,204928,"Online Service Provider B.V."
2a06:8146:4980::/43,204928,"Online Service Provider B.V."
2a06:8146:49a0::/48,204928,"Online Service Provider B.V."
2a06:8146:49a1::/48,199364,"Rax.bg Eood"
2a06:8146:49a2::/47,204928,"Online Service Provider B.V."
2a06:8146:49a4::/46,204928,"Online Service Provider B.V."
2a06:8146:49a8::/45,204928,"Online Service Provider B.V."
2a06:8146:49b0::/44,204928,"Online Service Provider B.V."
2a06:8146:49c0::/42,204928,"Online Service Provider B.V."
2a06:8146:4a00::/39,204928,"Online Service Provider B.V."
2a06:8146:4c00::/38,204928,"Online Service Provider B.V."
2a06:8146:5000::/36,204928,"Online Service Provider B.V."
2a06:8146:6000::/35,204928,"Online Service Provider B.V."
2a06:8146:8000::/33,204928,"Online Service Provider B.V."
2a06:8147::/33,204928,"Online Service Provider B.V."
2a06:8147:8000::/34,204928,"Online Service Provider B.V."
2a06:8147:c000::/37,204928,"Online Service Provider B.V."
2a06:8147:c800::/38,204928,"Online Service Provider B.V."
2a06:8147:cc00::/41,204928,"Online Service Provider B.V."
2a06:8147:cc80::/44,204928,"Online Service Provider B.V."
2a06:8147:cc90::/45,204928,"Online Service Provider B.V."
2a06:8147:cc98::/47,204928,"Online Service Provider B.V."
2a06:8147:cc9a::/48,199364,"Rax.bg Eood"
2a06:8147:cc9b::/48,204928,"Online Service Provider B.V."
2a06:8147:cc9c::/46,204928,"Online Service Provider B.V."
2a06:8147:cca0::/43,204928,"Online Service Provider B.V."
2a06:8147:ccc0::/42,204928,"Online Service Provider B.V."
2a06:8147:cd00::/40,204928,"Online Service Provider B.V."
2a06:8147:ce00::/39,204928,"Online Service Provider B.V."
2a06:8147:d000::/36,204928,"Online Service Provider B.V."
2a06:8147:e000::/35,204928,"Online Service Provider B.V."
2a06:8180::/48,204003,"Jan-Eric Ortgies"
2a06:8180:4::/48,203943,"Alexander Nicholson"
2a06:8181:a0::/44,9178,"DevCapsule Ltd"
2a06:8181:ab00::/40,206671,"Michael Jones"
2a06:8182:82::/48,49004,"SquareFlow Communications Limited"
2a06:8182:84::/48,49004,"SquareFlow Communications Limited"
2a06:8182:a0::/43,49004,"SquareFlow Communications Limited"
2a06:8182:c0::/44,49004,"SquareFlow Communications Limited"
2a06:8182:dd::/48,49004,"SquareFlow Communications Limited"
2a06:8182:3100::/44,49004,"SquareFlow Communications Limited"
2a06:8182:4100::/44,49004,"SquareFlow Communications Limited"
2a06:8182:5100::/44,49004,"SquareFlow Communications Limited"
2a06:8182:6100::/44,49004,"SquareFlow Communications Limited"
2a06:8182:7100::/44,49004,"SquareFlow Communications Limited"
2a06:8182:8100::/44,49004,"SquareFlow Communications Limited"
2a06:8182:9100::/44,49004,"SquareFlow Communications Limited"
2a06:8182:a100::/44,49004,"SquareFlow Communications Limited"
2a06:8182:a200::/44,49004,"SquareFlow Communications Limited"
2a06:8182:b100::/44,49004,"SquareFlow Communications Limited"
2a06:8182:c100::/44,49004,"SquareFlow Communications Limited"
2a06:8182:d100::/44,49004,"SquareFlow Communications Limited"
2a06:8182:de00::/48,49004,"SquareFlow Communications Limited"
2a06:8182:e100::/44,49004,"SquareFlow Communications Limited"
2a06:8182:f100::/44,49004,"SquareFlow Communications Limited"
2a06:8187:abb::/48,205984,"Mohammad Saifuddin Bin Sairin"
2a06:8187:be00::/46,207149,"Julien Sansonnens"
2a06:8187:fb00::/40,64475,"Freifunk Frankfurt am Main e.V."
2a06:8187:fd00::/47,49933,"Alexander Karl"
2a06:8187:fd03::/48,49933,"Alexander Karl"
2a06:8187:fd04::/46,49933,"Alexander Karl"
2a06:8187:fe01::/48,49697,"Joey Julian Koenig"
2a06:8187:fe07::/48,48611,"Cablestreet Ltd"
2a06:8187:fe08::/48,48611,"Cablestreet Ltd"
2a06:8187:fe0a::/48,49559,"Pump Networks Limited"
2a06:8187:fe0d::/48,203125,"Julian Braun"
2a06:8187:fe0e::/47,58145,"Magnus Fruehling"
2a06:8187:fe13::/48,207036,"Ariel Antigua"
2a06:8187:fe14::/48,207149,"Julien Sansonnens"
2a06:8187:fe21::/48,49697,"Joey Julian Koenig"
2a06:8187:fe24::/48,39876,"The Communication Gateway Ltd"
2a06:8187:fe25::/48,204585,"Sebastian Malek"
2a06:8187:fe26::/47,202359,"Julian Duss"
2a06:8187:fe30::/48,204662,"Jens Langhammer"
2a06:8187:fe32::/48,204416,"Jacob Culley"
2a06:8187:ff00::/40,205814,"Thaw Systems"
2a06:81c0::/29,16312,"Zbridge Limited"
2a06:8280::/32,51786,"Patrick Velder"
2a06:8281::/32,62078,"Patrick Velder"
2a06:82c1::/48,201106,"Spartan Host Ltd"
2a06:82c2::/48,136620,"VMHaus Limited"
2a06:82c2:2::/48,136620,"VMHaus Limited"
2a06:82c2:d::/48,136620,"VMHaus Limited"
2a06:82c2:e::/47,136620,"VMHaus Limited"
2a06:82c4::/48,209609,"The Cent.re Group Limited"
2a06:8340::/29,202177,"Mega-Net Dominik Drozdz"
2a06:83c0::/29,15391,"FORMAT sp. z o.o."
2a06:8400::/29,198463,"On 1 Call Support AB"
2a06:8580::/29,16191,"Ica-net Srl"
2a06:85c0::/47,202610,"Deltatre AG"
2a06:8640::/29,55081,"24 SHELLS"
2a06:8780::/32,50629,"LWLcom GmbH"
2a06:8781::/48,47447,"23media GmbH"
2a06:8782::/32,3624,"Digineo GmbH"
2a06:8800::/29,12517,"Lan-wan I.t Ltd"
2a06:88c0::/29,12506,"Inspiring Networks BV"
2a06:8a00::/30,12307,"Sandro Bolliger"
2a06:8a04::/31,12307,"Sandro Bolliger"
2a06:8a06::/32,12307,"Sandro Bolliger"
2a06:8a07::/32,204418,"Sandro Bolliger"
2a06:8b00::/29,43253,"Cebit MAriusz Marton sp.J."
2a06:8bc0::/29,57103,"Voxity SAS"
2a06:8d40::/29,21315,"ENGIE Services Zuid BV"
2a06:8dc0::/47,3280,"HETNiX SRL"
2a06:8dc0:2::/48,6718,"Nav Communications Srl"
2a06:8dc0:3::/48,3280,"HETNiX SRL"
2a06:8dc0:4::/46,3280,"HETNiX SRL"
2a06:8dc0:9::/48,3280,"HETNiX SRL"
2a06:8dc6::/44,25369,"Hydra Communications Ltd"
2a06:8dc7::/48,25369,"Hydra Communications Ltd"
2a06:8e00::/48,7489,HostUS
2a06:8e40::/29,15083,"Infolink Global Corporation"
2a06:8e80::/29,43289,"I.C.S. Trabia-Network S.R.L."
2a06:8ec0::/48,62240,"Clouvider Limited"
2a06:8ec0:3::/48,7489,HostUS
2a06:8ec0:7::/48,50841,QuadHost-Ltd
2a06:8ec2::/48,42216,"Yasar Sen trading as Alapli Teknoloji"
2a06:9000::/32,25386,"Inter-Telecom LLC"
2a06:9040::/29,13101,"ennit server GmbH"
2a06:9087:ffff::/48,203271,"Bntpro Bilgi Ve Iletisim Hizmetleri Limited Sirketi"
2a06:9140::/29,31486,"Veriteknik Bilisim Basin Ve Yayin Limited Sirketi"
2a06:9240::/29,47406,"ERRE ELLE NET s.r.l."
2a06:9280::/29,12984,"PilsFree, z. s."
2a06:9300::/29,35684,"Uwe Grohnwaldt"
2a06:94c0::/29,51918,"Cerberus Networks Ltd"
2a06:9500::/29,204028,"Dolphin IT-Systeme e.K."
2a06:9680::/40,31293,"Itns Global Eood"
2a06:9680:100::/40,203954,"Itns Global Eood"
2a06:9680:200::/40,394470,Ecloud360
2a06:9680:300::/40,31293,"Itns Global Eood"
2a06:9680:400::/38,31293,"Itns Global Eood"
2a06:9680:800::/37,31293,"Itns Global Eood"
2a06:9680:1000::/36,31293,"Itns Global Eood"
2a06:9680:2000::/35,31293,"Itns Global Eood"
2a06:9680:4000::/34,31293,"Itns Global Eood"
2a06:9680:8000::/33,31293,"Itns Global Eood"
2a06:9681::/32,31293,"Itns Global Eood"
2a06:9682::/31,31293,"Itns Global Eood"
2a06:9684::/30,31293,"Itns Global Eood"
2a06:96c0::/29,60517,"Adolf Noehmer Gesellschaft m.b.H. & Co KG"
2a06:9780::/29,13199,"Jaroslav Doubrava"
2a06:9800::/29,6908,"Six Degrees Technology Group Limited"
2a06:98c0:1000::/48,203898,"Cloudflare Inc"
2a06:98c0:1400::/47,202623,"Cloudflare Inc"
2a06:98c0:3600::/48,132892,"Cloudflare, Inc."
2a06:98c0:3602::/47,132892,"Cloudflare, Inc."
2a06:9900::/29,12552,"IP-Only Networks AB"
2a06:9a80::/29,60241,"High-Speed Universal Broadband Services C.I.C."
2a06:9c40::/29,8769,"Devinix Solutions AB"
2a06:9cc0::/48,8666,"FiberLink GmbH"
2a06:9d40::/29,31543,"myNet GmbH"
2a06:9dc1::/32,57682,"Tov Host Vds"
2a06:9e00::/29,57795,"Next Gen Networks B.V."
2a06:9f40::/29,61138,"Zappie Host LLC"
2a06:9f82::/32,49367,"Seflow S.N.C. Di Marco Brame' & C."
2a06:9fc0::/29,8502,"In & Outbound Datacenter"
2a06:a005:1f0::/48,204003,"Jan-Eric Ortgies"
2a06:a006:c2::/48,62240,"Clouvider Limited"
2a06:a006:c3::/48,43350,"NForce Entertainment B.V."
2a06:a006:c5::/48,40676,"Psychz Networks"
2a06:a006:f1::/48,40676,"Psychz Networks"
2a06:a006:f3::/48,207083,"HostSlim B.V."
2a06:a080::/32,207220,"Iperion Life Sciences Group"
2a06:a0c0::/29,43016,"Keski-Suomen Valokuituverkot Oy"
2a06:a100::/29,48685,"Opin Kerfi ehf"
2a06:a240::/29,43289,"I.C.S. Trabia-Network S.R.L."
2a06:a2c0::/29,43289,"I.C.S. Trabia-Network S.R.L."
2a06:a340::/29,56595,"Fluency Communications Ltd"
2a06:a400::/29,203596,"CELYA SAS"
2a06:a480::/29,203804,"AO Infolika"
2a06:a580::/29,203839,"Alpha Domein Development LTD"
2a06:a5c0::/29,60781,"LeaseWeb Netherlands B.V."
2a06:a643::/32,43151,"Uab Starnita"
2a06:a647::/32,47987,"LoveServers LTD"
2a06:a780::/29,28022,"CRISP S.A."
2a06:a800::/29,203818,"Marshall Wace Asset Management Ltd"
2a06:aa40::/33,51944,"PROMEDIA NOWICKI WESOLOWSKI sp.j."
2a06:aa40:8000::/34,51944,"PROMEDIA NOWICKI WESOLOWSKI sp.j."
2a06:aa40:c000::/37,51944,"PROMEDIA NOWICKI WESOLOWSKI sp.j."
2a06:aa40:c800::/39,51944,"PROMEDIA NOWICKI WESOLOWSKI sp.j."
2a06:aa40:ca00::/41,51944,"PROMEDIA NOWICKI WESOLOWSKI sp.j."
2a06:aa40:ca80::/42,51944,"PROMEDIA NOWICKI WESOLOWSKI sp.j."
2a06:aa40:cac0::/44,51944,"PROMEDIA NOWICKI WESOLOWSKI sp.j."
2a06:aa40:cad0::/45,51944,"PROMEDIA NOWICKI WESOLOWSKI sp.j."
2a06:aa40:cad8::/47,51944,"PROMEDIA NOWICKI WESOLOWSKI sp.j."
2a06:aa40:cada::/48,51944,"PROMEDIA NOWICKI WESOLOWSKI sp.j."
2a06:aa40:cadb::/48,51931,"Arpnet Wojciech Chodacki"
2a06:aa40:cadc::/46,51944,"PROMEDIA NOWICKI WESOLOWSKI sp.j."
2a06:aa40:cae0::/43,51944,"PROMEDIA NOWICKI WESOLOWSKI sp.j."
2a06:aa40:cb00::/40,51944,"PROMEDIA NOWICKI WESOLOWSKI sp.j."
2a06:aa40:cc00::/38,51944,"PROMEDIA NOWICKI WESOLOWSKI sp.j."
2a06:aa40:d000::/36,51944,"PROMEDIA NOWICKI WESOLOWSKI sp.j."
2a06:aa40:e000::/35,51944,"PROMEDIA NOWICKI WESOLOWSKI sp.j."
2a06:aa41::/32,51944,"PROMEDIA NOWICKI WESOLOWSKI sp.j."
2a06:aa42::/31,51944,"PROMEDIA NOWICKI WESOLOWSKI sp.j."
2a06:aa44::/30,51944,"PROMEDIA NOWICKI WESOLOWSKI sp.j."
2a06:aa80::/32,43267,"Vysokie tehnologii Limited Liability Company"
2a06:aa87:ffff::/48,49238,"DrWeb Ltd"
2a06:ab00::/32,60781,"LeaseWeb Netherlands B.V."
2a06:ac00::/29,41405,"Altinea SAS"
2a06:ac80::/48,205427,"i22 Digitalagentur GmbH"
2a06:ac80:11::/48,205427,"i22 Digitalagentur GmbH"
2a06:acc0::/29,203791,"OOO Kurier"
2a06:ad00::/29,203800,"Alpha Domein Development LTD"
2a06:afc0::/47,41011,"Ch-net S.r.l."
2a06:afc0:2::/48,41011,"Ch-net S.r.l."
2a06:b040::/29,203779,"Nordfiber As"
2a06:b080:a001::/48,203776,"Mitto AG"
2a06:b0c0::/29,5485,"RAD AS"
2a06:b100::/29,198024,"Istekki Oy"
2a06:b140::/29,58264,"Austevoll Kraftlag BA"
2a06:b280::/29,199213,"Hosters Services A/S"
2a06:b2c0::/29,204287,"HostRoyale Technologies Pvt Ltd"
2a06:b380::/29,3223,"Voxility LLP"
2a06:b500:2010::/44,203759,"INTAC Services GmbH"
2a06:b5c0::/29,60781,"LeaseWeb Netherlands B.V."
2a06:b700::/29,201616,"Qooix s.r.l.s."
2a06:b740::/29,42525,"GlobalConnect A/S"
2a06:b7c0::/29,203740,"CAK (ZBO)"
2a06:b800:1000::/36,48096,"OOO IT-Grad"
2a06:b840::/29,203608,"Deletec Sarl"
2a06:b980::/29,60458,"Xtudio Networks S.L.U."
2a06:ba00::/48,34775,"Vpnhost Sia"
2a06:ba80::/29,50042,"South Business Communication, LTD"
2a06:bc00::/29,203732,"DV Bern AG"
2a06:bcc0:1::/48,203724,"Intel Deutschland GmbH"
2a06:bcc0:2::/47,203724,"Intel Deutschland GmbH"
2a06:bcc0:4::/47,203724,"Intel Deutschland GmbH"
2a06:bcc0:6::/48,205272,"McAfee Germany GmbH"
2a06:bcc0:8::/48,205272,"McAfee Germany GmbH"
2a06:bdc0::/30,62240,"Clouvider Limited"
2a06:bdc4::/31,62240,"Clouvider Limited"
2a06:bdc6::/32,62240,"Clouvider Limited"
2a06:bdc7::/32,35545,"Clouvider Limited"
2a06:be00::/31,200519,"NYNEX satellite OHG"
2a06:be80::/29,24940,"Hetzner Online GmbH"
2a06:c000::/31,45027,"LLC Internet Tehnologii"
2a06:c002::/32,47161,"KosmoHost IT Technologies LTD"
2a06:c003::/32,45027,"LLC Internet Tehnologii"
2a06:c004::/31,45027,"LLC Internet Tehnologii"
2a06:c006::/32,206766,"LLC Internet Tehnologii"
2a06:c040::/31,61430,"Marc Milde"
2a06:c080::/29,60111,"ASOM-Net Forening"
2a06:c0c0::/29,41018,"Omnilance Ltd"
2a06:c180::/29,44549,"MEGA M, Informacijske Tehnologije, d.o.o."
2a06:c240::/42,49222,"Telenor Connexion AB"
2a06:c280::/29,203708,"AXEZ ICT Solutions BV"
2a06:c2c0::/29,34758,"Interplanet S.r.l."
2a06:c300::/29,197660,"Professionelle Internet Loesninger ApS"
2a06:c3c0::/48,203526,"Alexey Chudin PE"
2a06:c3c0:1::/48,202933,"Cloud Solutions LLC"
2a06:c3c7::/32,202933,"Cloud Solutions LLC"
2a06:c400::/29,51559,"Netinternet Bilisim Teknolojileri AS"
2a06:c480::/29,203698,"MOJI SAS"
2a06:c580::/29,62297,"WEBSALE AG"
2a06:c5c0:1100::/48,204548,"Kamatera Inc"
2a06:c700::/29,6810,"Bezeq- THE ISRAEL TELECOMMUNICATION CORP. LTD."
2a06:c740::/29,2116,"Broadnet AS"
2a06:c780::/29,198024,"Istekki Oy"
2a06:c7c0::/29,198024,"Istekki Oy"
2a06:c840::/29,198024,"Istekki Oy"
2a06:c980::/29,13287,"Servicleop Sl"
2a06:ca40::/31,203676,"Pinnacom Ltd"
2a06:ca80::/29,203674,"RocketTelecom LLC"
2a06:cb00::/29,203615,"Data Consult Sal"
2a06:cb80:1001::/48,203670,"World-Connect Servies Sarl"
2a06:cd40:1::/48,43927,"Hosterion Srl"
2a06:cd40:2::/48,43927,"Hosterion Srl"
2a06:cd40:100::/48,43927,"Hosterion Srl"
2a06:cd40:200::/48,43927,"Hosterion Srl"
2a06:cd40:300::/48,60781,"LeaseWeb Netherlands B.V."
2a06:cd40:cafe::/47,43927,"Hosterion Srl"
2a06:cdc0:2007::/48,49941,"Eurotux Informatica SA"
2a06:cf00::/29,62365,"desaNet Telekommunikation Sachsen Ost GmbH"
2a06:cfc0::/29,199837,"3 P System Srl"
2a06:d040::/29,15600,"Quickline AG"
2a06:d2c0::/29,203625,"Alpha Domein Development LTD"
2a06:d340::/29,25109,"HUK-COBURG Haftpflicht-Unterstuetzungs-Kasse kraftfahrender Beamter Deutschlands a.G. in Cob"
2a06:d380::/29,57860,"Zencurity ApS"
2a06:d3c0::/29,203610,"Alpha Domein Development LTD"
2a06:d440::/29,57329,"Centro di Produzione Spa"
2a06:d480::/29,59701,"LytzenIT A/S"
2a06:d581:1000::/36,13283,"Bank Julius Baer & Co. AG"
2a06:d581:2000::/36,4657,"StarHub Ltd"
2a06:d581:3000::/36,3303,Bluewin
2a06:d640::/48,56601,"i7 Ltd"
2a06:d641::/32,49981,"WorldStream B.V."
2a06:d645::/32,49981,"WorldStream B.V."
2a06:d646::/32,49981,"WorldStream B.V."
2a06:d647::/32,44283,"SE Dvoynin Andrey Viktorovich"
2a06:d680::/29,203593,"TeleMark Telekommunikationsgesellschaft Mark mbH"
2a06:d740::/29,43814,"Finatech Sarl"
2a06:d800::/29,134450,"HostRoyale Technologies Pvt Ltd"
2a06:d8c0::/29,203580,"Nordland Fylkeskommune"
2a06:d980::/29,51539,"The American University of Iraq-Sulaimani"
2a06:d9c0::/29,60059,"GIA Informatik AG"
2a06:da80:1::/48,43151,"Uab Starnita"
2a06:da81::/32,43151,"Uab Starnita"
2a06:da84::/32,47987,"LoveServers LTD"
2a06:dac0::/29,202939,"Fat Shark Ltd"
2a06:db80::/29,24631,"Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS"
2a06:dbc0::/29,16160,"SWAN, a.s."
2a06:dc40::/29,29182,"JSC ISPsystem"
2a06:dc80::/29,202898,"Developpement D'applications Sur Reseaux A Valeur Ajoutee SA"
2a06:dcc0::/29,203552,"Internet Elephants LTD"
2a06:dd00::/29,56694,"Telecommunication Systems, LLC"
2a06:dd40:5600::/47,203416,"I.T Communications Limited"
2a06:dd80::/29,203544,"Gibmedia Sasu"
2a06:dfc0::/29,60068,"Datacamp Limited"
